aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
87,136,2023-03-20:09,1,131,43,29,17,2023-03-20T14:30:00,2023-03-20T09:00:00,1679302800
87,142,2023-03-20:08,1.3,129,43.7,29.33,15.3,2023-03-20T13:30:00,2023-03-20T08:00:00,1679299200
88,148,2023-03-20:07,1.7,127,44.3,29.67,13.7,2023-03-20T12:30:00,2023-03-20T07:00:00,1679295600
89,154,2023-03-20:06,2,125,45,30,12,2023-03-20T11:30:00,2023-03-20T06:00:00,1679292000
86,157,2023-03-20:05,2.7,108.7,43,28.67,10.3,2023-03-20T10:30:00,2023-03-20T05:00:00,1679288400
83,160,2023-03-20:04,3.3,92.3,41,27.33,8.7,2023-03-20T09:30:00,2023-03-20T04:00:00,1679284800
80,163,2023-03-20:03,4,76,39,26,7,2023-03-20T08:30:00,2023-03-20T03:00:00,1679281200
82,172.7,2023-03-20:02,5,70.3,39.7,26.67,11.7,2023-03-20T07:30:00,2023-03-20T02:00:00,1679277600
83,182.3,2023-03-20:01,6,64.7,40.3,27.33,16.3,2023-03-20T06:30:00,2023-03-20T01:00:00,1679274000
85,192,2023-03-20:00,7,59,41,28,21,2023-03-20T05:30:00,2023-03-20T00:00:00,1679270400
82,189,2023-03-19:23,6.7,61,39.3,27,21,2023-03-20T04:30:00,2023-03-19T23:00:00,1679266800
80,186,2023-03-19:22,6.3,63,37.7,26,21,2023-03-20T03:30:00,2023-03-19T22:00:00,1679263200
78,183,2023-03-19:21,6,65,36,25,21,2023-03-20T02:30:00,2023-03-19T21:00:00,1679259600
77,181,2023-03-19:20,6.3,66.7,35,24.33,17,2023-03-20T01:30:00,2023-03-19T20:00:00,1679256000
75,179,2023-03-19:19,6.7,68.3,34,23.67,13,2023-03-20T00:30:00,2023-03-19T19:00:00,1679252400
74,177,2023-03-19:18,7,70,33,23,9,2023-03-19T23:30:00,2023-03-19T18:00:00,1679248800
74,173,2023-03-19:17,7.7,71.7,33.3,23.33,8,2023-03-19T22:30:00,2023-03-19T17:00:00,1679245200
